MEDICINE_ID,EOF_CODE,EOF_CODEMinus2 (Comment 16),BARCODE,COMMERCIAL_NAME,Package Unit (Comment 14),Num of Package units (Comment 14),COMMERCIAL_NAME_ONLY,COMMERCIAL_NAME_AND_ALL,EDQM (comment 4),FORM_CODE,Route of administration (EDQM) Comment 13,edqmCode (comment 5),sporCode,IN_CIRCULATION,valueNominator (Comment 6),unitNominator (Comment 6),valueDenominator (Comment 6),unitDenominator (Comment 6),CONTENT (mg per smallest unit),"pack dose size unit (comment 5, 10)",PIECES_PER_PACKAGE,DOSES_PER_PACKAGE,EU-SRS code,ACTIVE_SUBSTANCE_CODE (comment 7),WHOLESALE_PRICE,RETAIL_PRICE,RETAIL_REDUCED_PRICE,HOSPITAL_PRICE,WITHDRAWN,NON_PRESCRIPTABLE,HIGH_COST,EXECUTED_AT_IKA,DRUG,DESENSITIZATION_VACCINE,HOSPITAL_MEDICINE,SPECIAL_PRESCRIPTION,IFET,ATC_CODE,INSTRUCTIONS_LEAFLET,SPECIAL_ANTIBIOTICS,DOSE_UNIT,PACKAGE_FORM,DAILY_DOSE,PRODUCER,MEDICINE_TYPE,REFERENCE_PRICE,REFERENCE_REDUCED_PRICE,PARTICIPATION_PERCENTAGE,MEDICINE_GROUP_ID,DEFAULT_PERCENTAGE,NOINN,NEGATIVE_LIST,POSITIVE_LIST,N3816,SPECIAL_IMPORT,EXECUTION_UNIT_ID,SPECIAL_WHOLESALE_PRICE,RETAIL_PRICE_PREV,RETAIL_REDUCED_PRICE_PREV,REFERENCE_PRICE_PREV,REFERENCE_REDUCED_PRICE_PREV,GROUP_INFO,IN_CLUSTER_WITH_GENERIC,CLUSTER_CODE,NO_SALES,ONLY_BY_PROTOCOL,NOT_IN_PHAR_COST,EOPYY_PREAPPROVAL,IVF,EXECUTED_PLUS_AT_EOPYY,INS_NOSOK_POS_LIST_DATE,MEDICINE_TYPE_ALL,INFO_POPUP,VACCINE,LOWER_PRICE,CONTENT_INTERNAL,OLD_EXECUTION_UNIT_ID,VERSION_NO,UPDATED_BY,UPDATED_ON,HAS_MEDICINE_LOT,IS_CONSUMABLE,CONSUMABLE_PACK_QTY,CONSUMABLE_GROUP_ID,HAS_PRICE_EXCLUSIONS,IS_FLUANTIVIRAL,INSERT_DATE,UPDATE_DATE,TYPE_O_EXCEPTION,DEFAULT_QUANTITY_PRESCRIBED,DEFAULT_DOSE_UNIT_NO,DEFAULT_FREQUENCY_ID,DEFAULT_DOSE_DAYS_NO,DEFAULT_DOSAGE_REQUIRED,VAL_OVERDOSE_THRES,VAL_UNDERDOSE_THRES,UNDERDOSE_MESSAGE_TYPE,OVERDOSE_MESSAGE_TYPE,VAT,LOW_VAT,NO_GEN_TARGET,LIMITED_EXECUTION,LIMITED_EXECUTION_UNIT_ID,SPCF_GROUP_ID,ONLY_BY_PROTOCOL_AGE_LIMIT,CONSUMABLE_CATEGORY_ID,MEASURABLE_FORM,DRUG_CATEGORY_ID,E_PRES_ENABLED,IS_ANTIBIOTIC,IS_HEPARIN,PHARMACIST_POPUP,UNINSURED_ALLOWED
6236,283780102,2837801,2802837801021,PIDOLEN (ΓΕΝΟΣΗΜΟ) CAPS 5MG/CAP BTx30 (BLIST 2x15),Blister,2,PIDOLEN (ΓΕΝΟΣΗΜΟ),PIDOLEN (ΓΕΝΟΣΗΜΟ) CAPS 5MG/CAP BTx30 (BLIST 2x15),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"3,82","5,27","5,17","3,32",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx30 (BLIST 2x15),"1,2,3,4,5,6",ΦΑΡΜΕΞ Α.Ε.,G,"5,27","5,17",25,5043,1,0,0,1,0,0,,"3,39","6,47","6,38","5,88","5,8",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,6236,,,1,,1,,0,,
6237,283780202,2837802,2802837802028,PIDOLEN (ΓΕΝΟΣΗΜΟ) CAPS 10MG/CAP BTx30 (BLIST 2x15),Blister,2,PIDOLEN (ΓΕΝΟΣΗΜΟ),PIDOLEN (ΓΕΝΟΣΗΜΟ) CAPS 10MG/CAP BTx30 (BLIST 2x15),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"5,38","7,41","7,27","4,68",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx30 (BLIST 2x15),"1,2,3,4,5,6",ΦΑΡΜΕΞ Α.Ε.,G,"7,41","7,27",25,5045,1,0,0,1,0,0,,"4,77","9,69","9,55","9,69","9,55",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,6237,,,1,,1,,0,,
4305,258430102,2584301,2802584301027,AGGOVASK CAPS 5MG/CAP BTx14(BLIST 2x7),Blister,2,AGGOVASK,AGGOVASK CAPS 5MG/CAP BTx14(BLIST 2x7),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"2,56","3,61","3,56",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx14(BLIST 2x7),"1,2,3,4,5,6",PROTON PHARMA ΑΝΩΝΥΜΗ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ,Z,"3,61","3,56",25,5040,1,0,0,0,0,0,,,"3,61","3,56","2,74","2,7",,1,,1,0,0,0,0,0,,Z,,,1,5MG/CAP,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4305,,,0,,0,,0,,
4306,258430202,2584302,2802584302024,AGGOVASK CAPS 10MG/CAP BTx14(BLIST 2x7),Blister,2,AGGOVASK,AGGOVASK CAPS 10MG/CAP BTx14(BLIST 2x7),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"3,85","5,43","5,35",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx14(BLIST 2x7),"1,2,3,4,5,6",PROTON PHARMA ΑΝΩΝΥΜΗ ΦΑΡΜΑΚΕΥΤΙΚΗ ΕΤΑΙΡΕΙΑ,Z,"5,43","5,35",25,5041,1,0,0,0,0,0,,,"5,43","5,35","5,43","5,35",,1,,1,0,0,0,0,0,,Z,,,1,10MG/CAP,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4306,,,0,,0,,0,,
4307,258440103,2584401,2802584401031,LODIPIN CAPS 5MG/CAP BTx30 (BLIST 3x10),Blister,3,LODIPIN,LODIPIN CAPS 5MG/CAP BTx30 (BLIST 3x10),"Capsule, hard",CAPS,Oral use,Capsule,,1,5,MG,1,CAP,5MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"3,82","5,27","5,17","3,32",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx30 (BLIST 3x10),"1,2,3,4,5,6",IASIS PHARMA,G,"5,27","5,17",25,5043,1,0,0,1,0,0,,"3,39","6,47","6,38","5,88","5,8",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,4307,,,1,,1,,0,,
4308,258440201,2584402,2802584402014,LODIPIN CAPS 10MG/CAP BTx14 (BLIST 1x14),Blister,1,LODIPIN,LODIPIN CAPS 10MG/CAP BTx14 (BLIST 1x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"3,85","5,43","5,35",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx14 (BLIST 1x14),"1,2,3,4,5,6","IASIS PHARMAC,HELLAS ΒΙΟΜ,& ΕΜΠ,Φ/ΚΩΝ-ΧΗΜ/ΚΩΝ & ΚΑ",Z,"5,43","5,35",25,60718,1,0,0,0,0,0,,,,"5,35",,,,,,1,0,0,0,0,0,,Z,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:02,0,,,,,,,,,,6,4,0,0,,4308,,,0,,0,,0,,
4309,258440203,2584402,2802584402038,LODIPIN CAPS 10MG/CAP BTx30 (BLIST 3x10),Blister,3,LODIPIN,LODIPIN CAPS 10MG/CAP BTx30 (BLIST 3x10),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,30,30,,AMLODIPINE BESYLATE,"5,38","7,41","7,27","4,68",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx30 (BLIST 3x10),"1,2,3,4,5,6",IASIS PHARMA,G,"7,41","7,27",25,5045,1,0,0,1,0,0,,"4,77","9,69","9,55","9,69","9,55",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,4309,,,1,,1,,0,,
4319,258580101,2585801,2802585801014,NORMODIN TAB 5MG/TAB BTx14,Bottle,1,NORMODIN,NORMODIN TAB 5MG/TAB BTx14,Tablet,TAB,Oral use,Tablet,,1,5,MG,1,TAB,5MG/TAB,TAB,14,14,,AMLODIPINE BESYLATE,"2,03","2,8","2,75","1,77",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BTx14,"1/4,1/2,1,2,3",GENEPHARM AE,G,"2,8","2,75",25,5040,1,0,0,0,0,0,,"1,81","3,61","3,56","2,74","2,7",  ,1,C08CA0101,1,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,14,,,E,6,4,0,0,,4319,,,1,,0,,0,,
4320,258580201,2585802,2802585802011,NORMODIN TAB 10MG/TAB BTx14,Bottle,1,NORMODIN,NORMODIN TAB 10MG/TAB BTx14,Tablet,TAB,Oral use,Tablet,,1,10,MG,1,TAB,10MG/TAB,TAB,14,14,,AMLODIPINE BESYLATE,"3,04","4,19","4,11","2,65",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BTx14,"1/4,1/2,1,2,3",GENEPHARM AE,G,"4,19","4,11",25,5041,1,0,0,0,0,0,,"2,7","5,43","5,35","5,43","5,35",  ,1,C08CA0101,1,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,14,,,E,6,4,0,0,,4320,,,1,,0,,0,,
6179,281880105,2818801,2802818801057,AMLIBON BES TAB 5MG/TAB BT x  30 σε BLISTERS,Blister,3,AMLIBON BES,AMLIBON BES TAB 5MG/TAB BT x  30 σε BLISTERS,Tablet,TAB,Oral use,Tablet,,1,5,MG,1,TAB,5MG/TAB,TAB,30,30,,AMLODIPINE BESYLATE,"3,82","5,27","5,17","3,32",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BT x  30 σε BLISTERS,"1/4,1/2,1,2,3","SANDOZ GMBH, KUNDL, AUSTRIA",G,"5,27","5,17",25,5043,1,0,0,1,0,0,,"3,39","6,47","6,38","5,88","5,8",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,5MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,6179,,,1,,1,,0,,
6180,281880205,2818802,2802818802054,AMLIBON BES TAB 10MG/TAB BT x  30 σε BLISTERS,Blister,3,AMLIBON BES,AMLIBON BES TAB 10MG/TAB BT x  30 σε BLISTERS,Tablet,TAB,Oral use,Tablet,,1,10,MG,1,TAB,10MG/TAB,TAB,30,30,,AMLODIPINE BESYLATE,"5,38","7,41","7,27","4,68",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΔΙΣΚΙΑ ,BT x  30 σε BLISTERS,"1/4,1/2,1,2,3","SANDOZ GMBH, KUNDL, AUSTRIA",G,"7,41","7,27",25,5045,1,0,0,1,0,0,,"4,77","9,69","9,55","9,69","9,55",,1,C08CA0101,0,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,06/10/2022 16:17,0,,,,,,30,,,E,6,4,0,0,,6180,,,1,,1,,0,,
4269,257920201,2579202,2802579202018,BARUDEN CAPS 10MG/CAP BTx14 (BLIST 1x14),Blister,1,BARUDEN,BARUDEN CAPS 10MG/CAP BTx14 (BLIST 1x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,14,14,,AMLODIPINE BESYLATE,"3,85","5,43","5,35",,0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx14 (BLIST 1x14),"1,2,3,4,5,6","ΑΝΦΑΡΜ ΕΛΛΑΣ Α,Ε,",Z,"5,43","5,35",25,60737,1,0,0,0,0,0,,,,"5,35",,,,,,1,0,0,0,0,0,,Z,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,,,,,6,4,0,0,,4269,,,0,,0,,0,,
4270,257920202,2579202,2802579202025,BARUDEN CAPS 10MG/CAP BTx28 (BLIST 2x14),Blister,2,BARUDEN,BARUDEN CAPS 10MG/CAP BTx28 (BLIST 2x14),"Capsule, hard",CAPS,Oral use,Capsule,,1,10,MG,1,CAP,10MG/CAP,CAPS,28,28,,AMLODIPINE BESYLATE,"5,02","6,92","6,79","4,37",0,0,0,0,0,0,0,0,0,C08CA01,,0,ΚΑΨΟΥΛΑ,BTx28 (BLIST 2x14),"1,2,3,4,5,6",ΑΝΦΑΡΜ ΕΛΛΑΣ Α.Ε.,G,"6,92","6,79",25,5044,1,0,0,0,0,0,,"4,46","9,04","8,91","9,04","8,91",  ,1,C08CA0101,1,0,0,0,0,0,,G,,,1,10MG/TAB,,0,,,1,0,,,,0,01/01/2000 0:00,01/10/2022 0:01,0,,,,,,28,,,E,6,4,0,0,,4270,,,1,,0,,0,,
